gene_id	geneSymbol	mean	median	longest_isoform	merged	gene_category
ENSG00000125952.20	MAX	1158	746	3155	6257	protein_coding
ENSG00000103495.14	MAZ	1313	1384	2698	3512	protein_coding
ENSG00000198125.13	MB	769	615	1170	2136	protein_coding
ENSG00000180611.7	MB21D2	3063	3063	3063	3063	protein_coding
ENSG00000141644.17	MBD1	1899	1945	4905	6734	protein_coding
ENSG00000134046.12	MBD2	1685	1182	5064	5686	protein_coding
ENSG00000071655.18	MBD3	2007	1035	5678	7909	protein_coding
ENSG00000170948.3	MBD3L1	810	810	872	958	protein_coding
ENSG00000230522.5	MBD3L2	793	793	793	793	protein_coding
ENSG00000196589.7	MBD3L2B	807	807	841	842	protein_coding
ENSG00000182315.9	MBD3L3	775	775	775	775	protein_coding
ENSG00000205718.9	MBD3L4	775	775	775	775	protein_coding
ENSG00000237247.6	MBD3L5	778	778	778	778	protein_coding
ENSG00000129071.10	MBD4	1363	1163	2470	3353	protein_coding
ENSG00000204406.14	MBD5	2044	902	10732	24403	protein_coding
ENSG00000166987.15	MBD6	897	553	4202	5566	protein_coding
ENSG00000151332.19	MBIP	1052	952	1809	3423	protein_coding
ENSG00000242600.8	MBL1P	1091	1091	1424	1424	transcribed_unitary_pseudogene
ENSG00000165471.7	MBL2	3568	3569	3576	3617	protein_coding
ENSG00000219430.2	MBL3P	644	644	644	644	unprocessed_pseudogene
ENSG00000214309.5	MBLAC1	972	972	1226	1477	protein_coding
ENSG00000176055.10	MBLAC2	3106	3106	4277	5673	protein_coding
ENSG00000152601.17	MBNL1	3151	2943	6458	9989	protein_coding
ENSG00000229619.4	MBNL1-AS1	3190	2589	6585	8230	lncRNA
ENSG00000139793.18	MBNL2	3589	4541	4669	4908	protein_coding
ENSG00000076770.14	MBNL3	3541	1509	11294	12199	protein_coding
ENSG00000172197.11	MBOAT1	4325	4325	4325	4325	protein_coding
ENSG00000143797.12	MBOAT2	1431	646	7622	8694	protein_coding
ENSG00000177669.4	MBOAT4	1644	1644	1644	1644	protein_coding
ENSG00000125505.17	MBOAT7	1399	1230	3039	5292	protein_coding
ENSG00000197971.16	MBP	1275	582	9797	18730	protein_coding
ENSG00000011258.16	MBTD1	2622	2163	5365	7184	protein_coding
ENSG00000140943.17	MBTPS1	1297	595	4377	10274	protein_coding
ENSG00000012174.12	MBTPS2	3588	4446	4457	8945	protein_coding
ENSG00000258839.4	MC1R	2694	2515	3637	4759	protein_coding
ENSG00000185231.5	MC2R	2114	2114	3652	3730	protein_coding
ENSG00000124089.4	MC3R	1084	1084	1084	1084	protein_coding
ENSG00000166603.5	MC4R	1714	1714	1714	1714	protein_coding
ENSG00000176136.6	MC5R	1521	1521	1723	1906	protein_coding
ENSG00000076706.17	MCAM	1147	569	4865	7422	protein_coding
ENSG00000100294.13	MCAT	1049	841	2057	2389	protein_coding
ENSG00000171444.18	MCC	2795	848	8295	10739	protein_coding
ENSG00000078070.13	MCCC1	1501	1860	2874	4311	protein_coding
ENSG00000243368.2	MCCC1-AS1	765	765	765	765	lncRNA
ENSG00000131844.16	MCCC2	1491	1128	3624	6036	protein_coding
ENSG00000204511.3	MCCD1	710	710	710	710	protein_coding
ENSG00000235963.1	MCCD1P1	328	328	328	328	unprocessed_pseudogene
ENSG00000224312.1	MCCD1P2	335	335	335	335	unprocessed_pseudogene
ENSG00000124370.11	MCEE	663	633	836	1624	protein_coding
ENSG00000183019.7	MCEMP1	1010	763	1730	1906	protein_coding
ENSG00000101977.21	MCF2	2849	3086	3945	5058	protein_coding
ENSG00000126217.21	MCF2L	2030	815	6580	23158	protein_coding
ENSG00000053524.12	MCF2L2	2732	1754	7813	20568	protein_coding
ENSG00000235280.2	MCF2L-AS1	712	712	712	712	lncRNA
ENSG00000180398.13	MCFD2	1800	739	4210	5942	protein_coding
ENSG00000237154.2	MCFD2P1	300	300	300	300	processed_pseudogene
ENSG00000128285.4	MCHR1	1477	1243	2851	2961	protein_coding
ENSG00000152034.11	MCHR2	2535	2535	3759	3783	protein_coding
ENSG00000229315.7	MCHR2-AS1	589	535	821	1444	lncRNA
ENSG00000234602.9	MCIDAS	1597	2091	2137	2141	protein_coding
ENSG00000143384.14	MCL1	2981	3713	4550	6222	protein_coding
ENSG00000065328.17	MCM10	2106	900	4587	5456	protein_coding
ENSG00000073111.14	MCM2	1688	1076	3434	4715	protein_coding
ENSG00000112118.20	MCM3	2317	2795	3208	3645	protein_coding
ENSG00000160294.11	MCM3AP	2675	1773	6403	9570	protein_coding
ENSG00000215424.10	MCM3AP-AS1	2091	2302	3213	10023	lncRNA
ENSG00000104738.18	MCM4	1509	894	4183	6973	protein_coding
ENSG00000100297.16	MCM5	1436	572	4599	7268	protein_coding
ENSG00000076003.5	MCM6	1680	712	3753	4135	protein_coding
ENSG00000166508.18	MCM7	1663	1497	3084	4386	protein_coding
ENSG00000125885.13	MCM8	4421	3769	7486	7691	protein_coding
ENSG00000278719.1	MCM8-AS1	983	983	983	983	lncRNA
ENSG00000111877.17	MCM9	2558	825	7592	12496	protein_coding
ENSG00000197771.13	MCMBP	2625	2298	4216	5994	protein_coding
ENSG00000178460.18	MCMDC2	2395	2245	5074	6354	protein_coding
ENSG00000090674.16	MCOLN1	998	712	2253	3958	protein_coding
ENSG00000153898.13	MCOLN2	1674	1719	3044	3442	protein_coding
ENSG00000055732.13	MCOLN3	2543	2752	2953	6624	protein_coding
ENSG00000147316.13	MCPH1	2185	777	8008	9775	protein_coding
ENSG00000249898.8	MCPH1-AS1	2309	2480	3652	10790	lncRNA
ENSG00000225663.8	MCRIP1	1210	933	2979	3726	protein_coding
ENSG00000172366.20	MCRIP2	1090	931	2306	5019	protein_coding
ENSG00000241418.1	MCRIP2P1	511	511	511	511	processed_pseudogene
ENSG00000270920.1	MCRIP2P2	209	209	209	209	processed_pseudogene
ENSG00000187778.14	MCRS1	1203	1010	2450	3261	protein_coding
ENSG00000175471.19	MCTP1	1748	1828	5396	12089	protein_coding
ENSG00000140563.15	MCTP2	2757	1957	7879	13237	protein_coding
ENSG00000232119.8	MCTS1	2203	749	9577	10764	protein_coding
ENSG00000101898.6	MCTS2P	670	670	670	670	protein_coding
ENSG00000156026.14	MCU	1703	1074	3224	4533	protein_coding
ENSG00000005059.16	MCUB	1117	1130	2230	3555	protein_coding
ENSG00000050393.11	MCUR1	2639	1826	5471	6057	protein_coding
ENSG00000262402.1	MCUR1P1	475	475	475	475	processed_pseudogene
ENSG00000242326.1	MCUR1P2	508	508	508	508	processed_pseudogene
ENSG00000137337.15	MDC1	1425	819	6968	7622	protein_coding
ENSG00000224328.1	MDC1-AS1	738	738	738	738	lncRNA
ENSG00000112559.15	MDFI	982	703	1913	2535	protein_coding
ENSG00000135272.12	MDFIC	1231	615	4393	5047	protein_coding
ENSG00000242120.4	MDFIC2	3105	3105	3105	3105	protein_coding
ENSG00000112139.16	MDGA1	2499	655	10629	14080	protein_coding
ENSG00000139915.21	MDGA2	2243	1337	5726	8877	protein_coding
ENSG00000014641.21	MDH1	942	850	1647	4990	protein_coding
ENSG00000138400.13	MDH1B	1565	1776	2334	2891	protein_coding
ENSG00000146701.12	MDH2	1091	664	2170	3641	protein_coding
ENSG00000110492.15	MDK	808	775	1339	2196	protein_coding
ENSG00000111554.14	MDM1	1298	805	2918	6549	protein_coding
ENSG00000135679.25	MDM2	1321	966	12632	13448	protein_coding
ENSG00000198625.13	MDM4	4983	5592	10050	11008	protein_coding
ENSG00000112159.12	MDN1	8153	3654	18485	18674	protein_coding
ENSG00000213920.9	MDP1	618	578	889	1066	protein_coding
ENSG00000197880.9	MDS2	1405	1405	1781	2142	lncRNA
ENSG00000065833.9	ME1	3338	3338	3338	3338	protein_coding
ENSG00000082212.13	ME2	2950	2426	9031	15897	protein_coding
ENSG00000230097.2	ME2P1	1970	1970	1970	1970	processed_pseudogene
ENSG00000151376.17	ME3	1203	941	2311	3838	protein_coding
ENSG00000124733.5	MEA1	1438	1239	2152	3017	protein_coding
ENSG00000163875.16	MEAF6	1614	1351	4702	6061	protein_coding
ENSG00000240286.1	MEAF6P1	327	327	327	327	processed_pseudogene
ENSG00000085276.19	MECOM	2444	1662	5732	9260	protein_coding
ENSG00000169057.24	MECP2	1462	535	10467	18999	protein_coding
ENSG00000116353.16	MECR	915	775	2515	4138	protein_coding
ENSG00000125686.12	MED1	3327	2870	8137	8608	protein_coding
ENSG00000133398.4	MED10	891	925	1101	1864	protein_coding
ENSG00000161920.11	MED11	749	754	836	1475	protein_coding
ENSG00000184634.16	MED12	2624	631	6977	7425	protein_coding
ENSG00000144893.12	MED12L	2829	749	10744	12619	protein_coding
ENSG00000108510.10	MED13	2514	909	10461	12673	protein_coding
ENSG00000123066.9	MED13L	3473	3107	9885	32862	protein_coding
ENSG00000236131.1	MED13P1	171	171	171	171	processed_pseudogene
ENSG00000180182.11	MED14	1476	546	7996	9668	protein_coding
ENSG00000234636.2	MED14OS	900	900	900	900	lncRNA
ENSG00000233774.1	MED14P1	648	648	648	648	unprocessed_pseudogene
ENSG00000099917.17	MED15	1387	596	4701	10374	protein_coding
ENSG00000257853.2	MED15P1	815	815	906	1188	transcribed_unprocessed_pseudogene
ENSG00000226831.1	MED15P3	326	326	326	326	processed_pseudogene
ENSG00000224679.1	MED15P4	393	393	393	393	unprocessed_pseudogene
ENSG00000236595.1	MED15P5	992	992	992	992	processed_pseudogene
ENSG00000257162.6	MED15P6	681	681	787	988	transcribed_processed_pseudogene
ENSG00000234381.1	MED15P7	822	822	822	822	unprocessed_pseudogene
ENSG00000248796.1	MED15P8	545	545	545	545	unprocessed_pseudogene
ENSG00000223760.4	MED15P9	1187	1187	1841	2252	transcribed_unprocessed_pseudogene
ENSG00000175221.15	MED16	1660	1301	3420	4222	protein_coding
ENSG00000042429.12	MED17	2236	2210	5087	16610	protein_coding
ENSG00000130772.14	MED18	902	862	1829	2017	protein_coding
ENSG00000156603.19	MED19	1163	1203	1529	1877	protein_coding
ENSG00000124641.16	MED20	1306	932	2602	3278	protein_coding
ENSG00000152944.9	MED21	977	578	2669	3632	protein_coding
ENSG00000148297.16	MED22	2017	933	4367	7235	protein_coding
ENSG00000112282.18	MED23	3102	3173	5247	7426	protein_coding
ENSG00000008838.20	MED24	1240	641	3896	6962	protein_coding
ENSG00000104973.19	MED25	1759	1317	4003	7683	protein_coding
ENSG00000105085.11	MED26	1543	742	3871	5328	protein_coding
ENSG00000160563.14	MED27	1079	1095	2042	3857	protein_coding
ENSG00000118579.13	MED28	3172	742	10858	10972	protein_coding
ENSG00000214875.2	MED28P1	571	571	571	571	processed_pseudogene
ENSG00000240511.1	MED28P2	317	317	317	317	processed_pseudogene
ENSG00000227692.1	MED28P3	531	531	531	531	processed_pseudogene
ENSG00000224701.1	MED28P4	572	572	572	572	processed_pseudogene
ENSG00000255205.1	MED28P5	438	438	438	438	processed_pseudogene
ENSG00000259183.1	MED28P6	231	231	231	231	processed_pseudogene
ENSG00000236542.1	MED28P7	530	530	530	530	processed_pseudogene
ENSG00000242598.1	MED28P8	521	521	521	521	processed_pseudogene
ENSG00000063322.15	MED29	2124	2206	3590	3839	protein_coding
ENSG00000164758.7	MED30	647	564	985	1440	protein_coding
ENSG00000108590.11	MED31	865	619	1629	2107	protein_coding
ENSG00000136146.15	MED4	1139	921	2254	2590	protein_coding
ENSG00000229111.1	MED4-AS1	542	542	542	542	lncRNA
ENSG00000133997.12	MED6	1074	896	2351	4219	protein_coding
ENSG00000227905.1	MED6P1	713	713	713	713	processed_pseudogene
ENSG00000155868.8	MED7	1477	1382	2071	2776	protein_coding
ENSG00000159479.17	MED8	1265	1186	1968	2704	protein_coding
ENSG00000141026.6	MED9	1474	679	3351	5985	protein_coding
ENSG00000102802.10	MEDAG	1372	1372	2294	2294	protein_coding
ENSG00000068305.17	MEF2A	2479	1329	5824	6925	protein_coding
ENSG00000224620.2	MEF2AP1	863	863	863	863	processed_pseudogene
ENSG00000213999.17	MEF2B	1465	1429	1683	2087	protein_coding
ENSG00000256844.1	MEF2BNBP1	330	330	330	330	processed_pseudogene
ENSG00000081189.16	MEF2C	1619	705	7281	11755	protein_coding
ENSG00000248309.7	MEF2C-AS1	752	563	2350	7865	lncRNA
ENSG00000245864.3	MEF2C-AS2	927	596	2052	3378	lncRNA
ENSG00000116604.18	MEF2D	2765	1905	5912	6351	protein_coding
ENSG00000103313.13	MEFV	2241	1819	3710	4826	protein_coding
ENSG00000214548.18	MEG3	1836	1621	12998	23224	lncRNA
ENSG00000225746.13	MEG8	1686	1272	5564	27506	lncRNA
ENSG00000223403.6	MEG9	1968	2162	2641	4655	lncRNA
ENSG00000145794.17	MEGF10	2309	634	7606	9042	protein_coding
ENSG00000157890.17	MEGF11	2052	760	6163	9828	protein_coding
ENSG00000162591.16	MEGF6	2838	1174	7443	9021	protein_coding
ENSG00000105429.13	MEGF8	5321	2691	11137	11372	protein_coding
ENSG00000106780.9	MEGF9	6300	6300	6300	6300	protein_coding
ENSG00000167077.13	MEI1	1244	687	4558	7038	protein_coding
ENSG00000269964.3	MEI4	3937	3937	5288	5290	protein_coding
ENSG00000197889.10	MEIG1	542	516	682	1464	protein_coding
ENSG00000239642.6	MEIKIN	844	467	1526	1674	protein_coding
ENSG00000162039.17	MEIOB	1231	1299	1867	2303	protein_coding
ENSG00000180336.18	MEIOC	1848	558	4610	8611	protein_coding
ENSG00000143995.20	MEIS1	1624	564	5111	10942	protein_coding
ENSG00000230749.5	MEIS1-AS2	1029	690	1813	2661	lncRNA
ENSG00000226819.1	MEIS1-AS3	707	707	707	707	lncRNA
ENSG00000134138.20	MEIS2	1726	1088	5486	10817	protein_coding
ENSG00000105419.18	MEIS3	1423	1783	2195	5126	protein_coding
ENSG00000179277.9	MEIS3P1	958	958	958	958	processed_pseudogene
ENSG00000188013.6	MEIS3P2	1075	1075	1075	1075	processed_pseudogene
ENSG00000165304.8	MELK	1722	2180	2452	3087	protein_coding
ENSG00000163975.12	MELTF	1525	806	3964	8394	protein_coding
ENSG00000228109.1	MELTF-AS1	457	356	951	1139	lncRNA
ENSG00000162959.13	MEMO1	1350	1242	4505	5220	protein_coding
ENSG00000226054.2	MEMO1P1	888	888	888	888	processed_pseudogene
ENSG00000239238.1	MEMO1P3	302	302	302	302	processed_pseudogene
ENSG00000230376.1	MEMO1P4	386	386	386	386	processed_pseudogene
ENSG00000271492.1	MEMO1P5	406	406	406	406	processed_pseudogene
ENSG00000133895.17	MEN1	2393	2731	3162	4921	protein_coding
ENSG00000005102.14	MEOX1	1677	1206	2674	2674	protein_coding
ENSG00000106511.6	MEOX2	2371	2371	2371	2371	protein_coding
ENSG00000229108.2	MEOX2-AS1	945	945	1193	1248	NA
ENSG00000112818.10	MEP1A	2932	2932	2971	2981	protein_coding
ENSG00000283246.1	MEP1AP1	1097	1097	1097	1097	unprocessed_pseudogene
ENSG00000224537.1	MEP1AP4	1087	1087	1087	1087	unprocessed_pseudogene
ENSG00000141434.12	MEP1B	1412	1430	2308	2582	protein_coding
ENSG00000146834.14	MEPCE	1585	1463	2822	3212	protein_coding
ENSG00000152595.16	MEPE	1776	2123	2226	2477	protein_coding
ENSG00000153208.17	MERTK	2572	3104	3826	4572	protein_coding
ENSG00000117899.11	MESD	2137	1392	4200	7455	protein_coding
ENSG00000166823.5	MESP1	1410	1410	2369	2369	protein_coding
ENSG00000188095.6	MESP2	1049	859	1640	1809	protein_coding
ENSG00000106484.16	MEST	1466	857	2646	4767	protein_coding
ENSG00000272701.3	MESTIT1	4090	4090	4118	4118	lncRNA
ENSG00000220884.2	MESTP1	994	994	994	994	processed_pseudogene
ENSG00000259558.1	MESTP2	889	889	889	889	processed_pseudogene
ENSG00000250927.1	MESTP3	968	968	968	968	processed_pseudogene
ENSG00000215004.3	MESTP4	1204	1204	1204	1204	processed_pseudogene
ENSG00000105976.16	MET	2666	767	6876	7224	protein_coding
ENSG00000164024.12	METAP1	814	683	2686	4074	protein_coding
ENSG00000172878.14	METAP1D	1017	906	3049	4490	protein_coding
ENSG00000111142.14	METAP2	1401	1779	3400	4491	protein_coding
ENSG00000103260.9	METRN	1174	763	3322	3689	protein_coding
ENSG00000176845.13	METRNL	1100	967	1900	2711	protein_coding
ENSG00000037897.17	METTL1	753	673	1378	1947	protein_coding
ENSG00000203740.4	METTL11B	1413	1413	2110	2322	protein_coding
ENSG00000010165.20	METTL13	1674	841	3368	3831	NA
ENSG00000145388.15	METTL14	2605	724	6642	6838	protein_coding
ENSG00000169519.21	METTL15	1895	1267	4304	7778	protein_coding
ENSG00000174912.7	METTL15P1	1045	1045	1045	1045	processed_pseudogene
ENSG00000224396.1	METTL15P3	1221	1221	1221	1221	processed_pseudogene
ENSG00000127804.13	METTL16	2053	1180	5740	8934	protein_coding
ENSG00000165792.18	METTL17	946	803	2887	4246	protein_coding
ENSG00000171806.12	METTL18	1246	1426	1462	1575	protein_coding
ENSG00000144401.14	METTL21A	1356	1051	4805	6798	protein_coding
ENSG00000229623.1	METTL21AP1	635	635	635	635	processed_pseudogene
ENSG00000139780.7	METTL21C	1088	1088	1088	1088	protein_coding
ENSG00000250878.3	METTL21EP	1512	1512	2312	2337	transcribed_unprocessed_pseudogene
ENSG00000067365.15	METTL22	944	591	4974	8254	protein_coding
ENSG00000181038.14	METTL23	847	904	1184	1914	protein_coding
ENSG00000053328.8	METTL24	948	948	1119	1774	protein_coding
ENSG00000127720.8	METTL25	875	730	2064	3644	protein_coding
ENSG00000130731.16	METTL26	706	597	1710	1830	protein_coding
ENSG00000165171.11	METTL27	761	823	922	1450	protein_coding
ENSG00000087995.16	METTL2A	2769	2353	5799	6398	protein_coding
ENSG00000165055.16	METTL2B	2227	977	5841	6749	protein_coding
ENSG00000165819.12	METTL3	1433	1561	2523	5861	protein_coding
ENSG00000101574.15	METTL4	2288	1884	5190	5724	protein_coding
ENSG00000138382.15	METTL5	716	714	1370	2865	protein_coding
ENSG00000206562.12	METTL6	1329	811	4020	6975	protein_coding
ENSG00000185432.12	METTL7A	2296	1846	4076	4076	protein_coding
ENSG00000257649.1	METTL7AP1	496	496	496	496	processed_pseudogene
ENSG00000170439.7	METTL7B	1342	1342	1368	1374	protein_coding
ENSG00000123600.20	METTL8	1767	697	8203	10074	protein_coding
ENSG00000256283.1	METTL8P1	611	611	611	611	processed_pseudogene
ENSG00000197006.14	METTL9	1556	763	5603	6953	protein_coding
ENSG00000254726.3	MEX3A	3627	3627	6591	6591	protein_coding
ENSG00000183496.6	MEX3B	3869	3869	4333	4342	protein_coding
ENSG00000176624.12	MEX3C	2940	3850	4142	7871	protein_coding
ENSG00000181588.16	MEX3D	2491	2491	2850	2850	protein_coding
ENSG00000140259.7	MFAP1	1441	1441	2043	2261	protein_coding
ENSG00000232489.1	MFAP1P1	1255	1255	1255	1255	processed_pseudogene
ENSG00000117122.14	MFAP2	1044	825	2371	2712	protein_coding
ENSG00000037749.12	MFAP3	1099	711	2891	7795	protein_coding
ENSG00000198948.12	MFAP3L	1662	564	6301	8741	protein_coding
ENSG00000166482.12	MFAP4	1430	1820	1932	2102	protein_coding
ENSG00000197614.11	MFAP5	905	585	2872	3889	protein_coding
ENSG00000168958.20	MFF	1125	729	3524	6150	protein_coding
ENSG00000140545.15	MFGE8	1046	801	2464	6807	protein_coding
ENSG00000147324.11	MFHAS1	2001	581	6399	6868	protein_coding
ENSG00000171109.19	MFN1	1776	837	5212	5945	protein_coding
ENSG00000116688.18	MFN2	3264	4352	4772	10234	protein_coding
ENSG00000100060.18	MFNG	929	629	2073	3034	protein_coding
ENSG00000235718.9	MFRP	1390	792	3949	4096	protein_coding
ENSG00000118855.21	MFSD1	1265	857	2361	5227	protein_coding
ENSG00000109736.15	MFSD10	1417	1575	2173	3134	protein_coding
ENSG00000092931.11	MFSD11	1429	877	3612	6587	protein_coding
ENSG00000161091.13	MFSD12	1053	777	2137	5290	protein_coding
ENSG00000138111.14	MFSD13A	1012	520	2852	3526	protein_coding
ENSG00000230872.2	MFSD13B	1057	1057	1284	1454	transcribed_unitary_pseudogene
ENSG00000156875.14	MFSD14A	1623	1623	2779	2945	protein_coding
ENSG00000148110.16	MFSD14B	2488	2275	3402	4105	protein_coding
ENSG00000196312.15	MFSD14C	1751	834	9746	12143	transcribed_unprocessed_pseudogene
ENSG00000261868.1	MFSD1P1	1327	1327	1327	1327	processed_pseudogene
ENSG00000168389.18	MFSD2A	1482	1430	2432	4007	protein_coding
ENSG00000205639.12	MFSD2B	1958	2070	2934	4522	protein_coding
ENSG00000167700.9	MFSD3	1171	1142	1552	1827	protein_coding
ENSG00000174514.13	MFSD4A	1512	1136	4058	5790	protein_coding
ENSG00000173214.7	MFSD4B	2861	2044	14805	18075	protein_coding
ENSG00000250827.1	MFSD4BP1	1552	1552	1552	1552	processed_pseudogene
ENSG00000182544.9	MFSD5	1222	1318	2038	2583	protein_coding
ENSG00000151690.15	MFSD6	1633	577	4796	6031	protein_coding
ENSG00000185156.6	MFSD6L	2256	2256	2256	2256	protein_coding
ENSG00000164073.11	MFSD8	2336	1802	5109	8849	protein_coding
ENSG00000135953.11	MFSD9	1714	879	5293	5577	protein_coding
ENSG00000174197.16	MGA	5582	3480	14439	17651	protein_coding
ENSG00000257335.8	MGAM	2837	582	9172	10767	protein_coding
ENSG00000257743.8	MGAM2	4414	3784	7867	8162	protein_coding
ENSG00000137463.5	MGARP	1224	1224	1224	1224	protein_coding
ENSG00000131446.17	MGAT1	1487	572	8863	11499	protein_coding
ENSG00000168282.6	MGAT2	2683	2683	2683	2683	protein_coding
ENSG00000233861.1	MGAT2P1	797	797	797	797	processed_pseudogene
ENSG00000238200.1	MGAT2P2	797	797	797	797	processed_pseudogene
ENSG00000128268.12	MGAT3	2171	569	5394	5789	protein_coding
ENSG00000227188.1	MGAT3-AS1	498	498	498	498	lncRNA
ENSG00000071073.13	MGAT4A	2881	918	8432	9636	protein_coding
ENSG00000161013.17	MGAT4B	1023	799	3027	5495	protein_coding
ENSG00000182050.13	MGAT4C	3556	1423	25116	27763	protein_coding
ENSG00000205301.12	MGAT4D	1360	810	3783	5595	protein_coding
ENSG00000184774.10	MGAT4EP	1972	1972	2810	2810	transcribed_unitary_pseudogene
ENSG00000152127.9	MGAT5	3683	816	8332	8765	protein_coding
ENSG00000167889.13	MGAT5B	2477	2212	4560	6438	protein_coding
ENSG00000198408.14	MGEA5	2089	1088	5174	7247	NA
ENSG00000074416.14	MGLL	2073	1059	4941	11849	protein_coding
ENSG00000125871.14	MGME1	1451	1781	2231	2231	protein_coding
ENSG00000170430.10	MGMT	1653	959	4678	6527	protein_coding
ENSG00000111341.10	MGP	1020	1005	1650	2887	protein_coding
ENSG00000102858.13	MGRN1	1774	822	6425	10185	protein_coding
ENSG00000008394.13	MGST1	793	655	2152	7441	protein_coding
ENSG00000085871.9	MGST2	935	740	1780	3172	protein_coding
ENSG00000143198.13	MGST3	1054	756	3101	8052	protein_coding
ENSG00000232442.1	MHENCR	691	691	801	801	lncRNA
ENSG00000261857.7	MIA	446	455	559	1160	protein_coding
ENSG00000154305.18	MIA3	1959	605	8126	10155	protein_coding
ENSG00000268975.2	MIA-RAB4B	1809	1809	1809	1809	protein_coding
ENSG00000225783.8	MIAT	2372	911	10143	13908	lncRNA
ENSG00000244625.7	MIATNB	965	706	2578	7814	lncRNA
ENSG00000101752.12	MIB1	3669	2016	10100	10557	protein_coding
ENSG00000197530.12	MIB2	1885	1455	4247	8767	protein_coding
ENSG00000204520.14	MICA	1228	1038	2260	3851	protein_coding
ENSG00000135596.18	MICAL1	2619	3286	4381	6841	protein_coding
ENSG00000133816.17	MICAL2	1521	578	6307	20191	protein_coding
ENSG00000243156.9	MICAL3	2818	1724	9535	22444	protein_coding
ENSG00000100139.13	MICALL1	1855	1013	4710	5968	protein_coding
ENSG00000164877.19	MICALL2	1620	874	5248	8811	protein_coding
ENSG00000204516.10	MICB	2020	2378	2416	2798	protein_coding
ENSG00000226577.1	MICC	1055	1055	1055	1055	unprocessed_pseudogene
ENSG00000229390.1	MICD	813	813	813	813	unprocessed_pseudogene
ENSG00000273340.1	MICE	1157	1157	1157	1157	transcribed_unprocessed_pseudogene
ENSG00000237042.1	MICG	132	132	132	132	unprocessed_pseudogene
ENSG00000107745.19	MICU1	1450	1246	2488	3852	protein_coding
ENSG00000165487.14	MICU2	1038	789	1885	3612	protein_coding
ENSG00000155970.12	MICU3	1151	518	3990	4604	protein_coding
ENSG00000101871.16	MID1	3632	2860	6393	9450	protein_coding
ENSG00000165175.16	MID1IP1	3074	2835	4814	4837	protein_coding
ENSG00000238123.1	MID1IP1-AS1	376	376	376	376	lncRNA
ENSG00000080561.14	MID2	2757	1504	7333	7554	protein_coding
ENSG00000167470.12	MIDN	1611	849	3790	4492	protein_coding
ENSG00000100335.15	MIEF1	1587	646	5688	7555	protein_coding
ENSG00000177427.13	MIEF2	1339	589	3236	3906	protein_coding
ENSG00000141741.12	MIEN1	1109	875	1999	2037	protein_coding
ENSG00000198160.15	MIER1	2867	2420	5456	8273	protein_coding
ENSG00000105556.11	MIER2	1667	574	6884	7939	protein_coding
ENSG00000155545.20	MIER3	2260	601	5240	5763	protein_coding
ENSG00000240972.2	MIF	527	557	589	730	protein_coding
ENSG00000125457.15	MIF4GD	1177	1332	2058	3675	protein_coding
ENSG00000218537.1	MIF-AS1	1476	1476	1476	1476	lncRNA
ENSG00000180488.15	MIGA1	4406	5149	6409	10128	protein_coding
ENSG00000148343.18	MIGA2	1492	585	4345	6302	protein_coding
ENSG00000116691.11	MIIP	1111	955	1709	2821	protein_coding
ENSG00000271605.6	MILR1	852	747	1448	1816	protein_coding
ENSG00000268654.2	MIMT1	1172	1177	1290	2038	lncRNA
ENSG00000253716.6	MINCR	644	499	1527	1530	lncRNA
ENSG00000143409.15	MINDY1	1823	1961	2817	3792	protein_coding
ENSG00000128923.11	MINDY2	4251	4820	9250	9454	protein_coding
ENSG00000148481.14	MINDY3	1529	1637	2452	4081	protein_coding
ENSG00000106125.14	MINDY4	2931	2733	3573	7336	protein_coding
ENSG00000214237.11	MINDY4B	1250	1250	2052	2355	protein_coding
ENSG00000141503.17	MINK1	2674	2406	5299	7865	protein_coding
ENSG00000173436.15	MINOS1	1133	655	3723	5480	NA
ENSG00000270136.6	MINOS1-NBL1	803	820	999	1276	NA
ENSG00000270714.1	MINOS1P2	229	229	229	229	NA
ENSG00000224237.1	MINOS1P3	203	203	203	203	NA
ENSG00000248117.1	MINOS1P4	318	318	318	318	NA
ENSG00000107789.16	MINPP1	1900	2199	2470	3017	protein_coding
ENSG00000164654.16	MIOS	1967	1075	4877	6714	protein_coding
ENSG00000100253.13	MIOX	1321	1339	1689	1796	protein_coding
ENSG00000253292.1	MIOXP1	835	835	835	835	processed_pseudogene
ENSG00000135517.9	MIP	1275	965	2614	3553	protein_coding
ENSG00000027001.10	MIPEP	1041	803	2381	3388	protein_coding
ENSG00000225358.1	MIPEPP1	2027	2027	2027	2027	processed_pseudogene
ENSG00000224783.1	MIPEPP2	1819	1819	1819	1819	processed_pseudogene
ENSG00000233325.3	MIPEPP3	395	395	444	617	transcribed_unprocessed_pseudogene
ENSG00000151338.18	MIPOL1	2881	2101	7434	20250	protein_coding
ENSG00000207994.1	MIR100	80	80	80	80	miRNA
ENSG00000255248.9	MIR100HG	1974	1650	4534	28649	lncRNA
ENSG00000199135.1	MIR101-1	75	75	75	75	miRNA
ENSG00000199065.3	MIR101-2	79	79	79	79	miRNA
ENSG00000199035.2	MIR103A1	78	78	78	78	miRNA
ENSG00000199024.1	MIR103A2	78	78	78	78	miRNA
ENSG00000283612.1	MIR103B1	62	62	62	62	miRNA
ENSG00000283320.1	MIR103B2	62	62	62	62	miRNA
ENSG00000207957.1	MIR105-1	81	81	81	81	miRNA
